id_funcionario,data_reembolso,categoria,valor,descricao
1088,2025-02-20,Hotel,869.25,Hospedagem em viagem a trabalho
1036,2024-10-25,Hotel,704.45,Reembolso de hospedagem em congresso
1081,2025-03-17,Educação,290.21,Workshop de capacitação
1098,2025-02-24,Hotel,1054.49,Reembolso de hospedagem em congresso
1028,2025-02-08,Alimentação,106.67,Jantar em viagem de negócios
1088,2025-01-12,Outros,286.06,Compra de material de escritório
1088,2025-02-09,Transporte,48.95,Estacionamento em local de reunião
1069,2025-02-15,Hotel,342.34,Diária em hotel durante treinamento
1004,2024-10-19,Alimentação,88.78,Almoço com cliente em restaurante local
1026,2025-04-08,Alimentação,84.37,Compra de lanche em aeroporto
1067,2025-01-17,Educação,238.59,Treinamento obrigatório da empresa
1061,2025-03-08,Alimentação,84.23,Compra de lanche em aeroporto
1088,2024-10-29,Outros,438.29,Compra emergencial durante viagem
1098,2025-02-14,Transporte,127.82,Reembolso de combustível
1024,2025-03-17,Transporte,54.36,Estacionamento em local de reunião
1004,2024-11-09,Hotel,577.7,Hospedagem em viagem a trabalho
1081,2025-02-05,Outros,79.26,Compra emergencial durante viagem
1049,2025-01-20,Educação,261.23,Workshop de capacitação
1026,2024-12-07,Alimentação,67.59,Jantar em viagem de negócios
1067,2025-03-24,Transporte,80.89,Estacionamento em local de reunião
1002,2024-10-18,Educação,174.49,Inscrição em conferência da área
1082,2025-03-29,Outros,180.85,Compra emergencial durante viagem
1085,2025-02-24,Transporte,77.58,Aluguel de carro para deslocamento profissional
1047,2024-12-25,Alimentação,10.0,Jantar em viagem de negócios
1091,2024-12-06,Educação,505.3,Inscrição em conferência da área
1071,2024-12-09,Hotel,817.75,Estadia para evento corporativo
1046,2024-12-05,Alimentação,68.71,Jantar em viagem de negócios
1041,2024-11-15,Hotel,603.76,Reembolso de hospedagem em congresso
1098,2025-03-26,Educação,182.83,Curso online de atualização profissional
1027,2024-12-02,Hotel,939.14,Diária em hotel durante treinamento
1036,2024-11-26,Outros,484.59,Serviços de impressão para apresentação
1067,2024-11-24,Hotel,631.34,Diária de hotel em missão comercial
1044,2025-02-19,Outros,353.53,Reembolso de brindes para cliente
1091,2024-10-24,Educação,317.53,Workshop de capacitação
1067,2025-03-22,Alimentação,39.9,Compra de lanche em aeroporto
1088,2024-10-19,Educação,258.82,Inscrição em conferência da área
1041,2024-12-23,Educação,313.19,Workshop de capacitação
1047,2025-04-12,Educação,254.55,Compra de livro técnico
1028,2024-10-28,Alimentação,73.44,Compra de lanche em aeroporto
1002,2025-03-05,Educação,290.86,Inscrição em conferência da área
1046,2024-12-26,Alimentação,77.57,Compra de lanche em aeroporto
1088,2024-10-18,Hotel,610.45,Hospedagem em viagem a trabalho
1032,2024-11-01,Transporte,57.58,Táxi do aeroporto ao hotel
1000,2024-10-18,Outros,92.45,Compra de material de escritório
1085,2025-01-04,Transporte,48.62,Aluguel de carro para deslocamento profissional
1011,2024-12-08,Alimentação,109.33,Refeição após reunião externa
1036,2025-01-05,Educação,89.44,Compra de livro técnico
1061,2025-02-15,Outros,373.04,Reembolso de brindes para cliente
1088,2025-04-02,Educação,438.63,Curso online de atualização profissional
1098,2025-02-09,Alimentação,70.93,Jantar em viagem de negócios
1074,2025-01-10,Outros,10.0,Reembolso de brindes para cliente
1002,2024-11-20,Outros,145.8,Compra de material de escritório
1074,2025-01-13,Transporte,97.43,Corrida de aplicativo para reunião externa
1029,2024-12-11,Hotel,397.88,Hospedagem em viagem a trabalho
1041,2024-11-18,Educação,248.48,Treinamento obrigatório da empresa
1074,2024-12-08,Alimentação,125.91,Café da manhã durante evento corporativo
1049,2025-03-07,Transporte,126.6,Aluguel de carro para deslocamento profissional
1028,2024-12-16,Educação,207.54,Compra de livro técnico
1029,2024-11-29,Transporte,36.1,Aluguel de carro para deslocamento profissional
1028,2024-11-16,Transporte,86.92,Estacionamento em local de reunião
1098,2024-12-26,Transporte,91.46,Estacionamento em local de reunião
1085,2025-03-17,Outros,274.43,Serviços de impressão para apresentação
1029,2024-11-04,Hotel,492.94,Reembolso de hospedagem em congresso
1028,2024-11-06,Outros,276.72,Compra de material de escritório
1046,2024-10-21,Educação,493.52,Compra de livro técnico
1002,2024-11-11,Alimentação,104.47,Almoço com cliente em restaurante local
1069,2025-02-21,Outros,192.79,Compra emergencial durante viagem
1036,2024-10-17,Educação,281.68,Inscrição em conferência da área
1028,2025-01-12,Alimentação,69.3,Jantar em viagem de negócios
1098,2024-12-31,Outros,377.1,Compra emergencial durante viagem
1027,2025-01-27,Outros,105.9,Compra emergencial durante viagem
1091,2024-12-28,Alimentação,81.36,Almoço com cliente em restaurante local
1098,2024-11-13,Transporte,102.05,Estacionamento em local de reunião
1044,2025-02-13,Alimentação,64.95,Refeição após reunião externa
1041,2025-02-08,Educação,162.75,Workshop de capacitação
1027,2025-04-10,Outros,248.45,Assinatura de software temporário
1046,2025-03-31,Educação,293.9,Compra de livro técnico
1047,2025-02-10,Outros,275.04,Compra emergencial durante viagem
1016,2025-03-28,Educação,246.64,Inscrição em conferência da área
1088,2025-03-17,Educação,422.08,Inscrição em conferência da área
1049,2024-12-09,Hotel,424.65,Diária de hotel em missão comercial
1044,2025-03-03,Educação,471.2,Workshop de capacitação
1069,2024-10-31,Alimentação,27.57,Almoço com cliente em restaurante local
1074,2024-12-20,Outros,265.22,Compra de material de escritório
1041,2025-02-28,Alimentação,94.26,Refeição após reunião externa
1088,2025-02-18,Transporte,68.18,Reembolso de combustível
1024,2025-02-19,Hotel,684.88,Diária em hotel durante treinamento
1032,2025-03-07,Educação,427.95,Treinamento obrigatório da empresa
1088,2024-10-17,Hotel,156.64,Diária de hotel em missão comercial
1077,2024-12-22,Outros,275.41,Serviços de impressão para apresentação
1067,2025-03-10,Hotel,101.35,Reembolso de hospedagem em congresso
1091,2025-04-03,Transporte,61.37,Aluguel de carro para deslocamento profissional
1028,2024-11-22,Outros,444.37,Assinatura de software temporário
1082,2025-01-07,Hotel,483.64,Diária de hotel em missão comercial
1028,2024-12-31,Educação,182.61,Workshop de capacitação
1036,2024-12-22,Outros,170.31,Serviços de impressão para apresentação
1098,2024-12-14,Educação,506.79,Inscrição em conferência da área
1085,2025-01-15,Alimentação,25.05,Jantar em viagem de negócios
1022,2025-01-27,Transporte,57.95,Corrida de aplicativo para reunião externa
1061,2024-10-30,Outros,424.61,Assinatura de software temporário
1011,2024-10-29,Outros,478.66,Compra emergencial durante viagem
1032,2025-04-08,Alimentação,76.9,Jantar em viagem de negócios
1091,2024-10-23,Alimentação,42.83,Almoço com cliente em restaurante local
1032,2024-12-22,Educação,509.58,Treinamento obrigatório da empresa
1077,2025-01-09,Alimentação,127.83,Almoço com cliente em restaurante local
1088,2024-10-26,Transporte,127.16,Reembolso de combustível
1049,2024-11-14,Outros,78.14,Compra de material de escritório
1004,2025-02-04,Educação,295.1,Compra de livro técnico
1067,2025-02-06,Outros,175.95,Serviços de impressão para apresentação
1036,2025-04-07,Outros,249.63,Compra de material de escritório
1098,2024-10-31,Transporte,158.04,Aluguel de carro para deslocamento profissional
1022,2024-10-16,Alimentação,106.38,Jantar em viagem de negócios
1085,2025-03-24,Outros,38.39,Serviços de impressão para apresentação
1069,2025-02-26,Alimentação,121.29,Compra de lanche em aeroporto
1026,2025-01-24,Outros,246.97,Reembolso de brindes para cliente
1067,2025-03-11,Transporte,127.48,Corrida de aplicativo para reunião externa
1000,2024-12-06,Transporte,158.66,Corrida de aplicativo para reunião externa
1029,2024-12-16,Alimentação,46.65,Café da manhã durante evento corporativo
1098,2025-03-16,Educação,296.42,Workshop de capacitação
1085,2025-01-30,Educação,246.85,Compra de livro técnico
1067,2025-03-06,Transporte,37.29,Estacionamento em local de reunião
1080,2025-01-11,Alimentação,90.4,Almoço com cliente em restaurante local
1028,2025-01-03,Hotel,1102.31,Diária de hotel em missão comercial
1067,2025-03-29,Hotel,231.98,Estadia para evento corporativo
1088,2025-03-10,Transporte,98.71,Estacionamento em local de reunião
1069,2025-01-13,Educação,364.05,Compra de livro técnico
1074,2024-10-18,Alimentação,83.69,Café da manhã durante evento corporativo
1082,2025-02-16,Educação,288.69,Treinamento obrigatório da empresa
1016,2025-01-21,Outros,10.0,Compra de material de escritório
1026,2024-12-31,Hotel,646.56,Estadia para evento corporativo
1048,2025-02-27,Outros,86.49,Serviços de impressão para apresentação
1044,2025-02-17,Outros,10.0,Serviços de impressão para apresentação
1032,2024-12-15,Educação,419.46,Compra de livro técnico
1074,2025-03-12,Educação,395.84,Inscrição em conferência da área
1091,2025-02-28,Hotel,610.33,Reembolso de hospedagem em congresso
1036,2024-12-18,Educação,322.91,Treinamento obrigatório da empresa
1064,2024-10-29,Educação,407.43,Curso online de atualização profissional
1088,2025-02-28,Alimentação,86.73,Refeição após reunião externa
1057,2025-04-09,Transporte,136.16,Táxi do aeroporto ao hotel
1059,2025-04-07,Educação,270.25,Workshop de capacitação
1041,2025-03-12,Outros,396.8,Compra de material de escritório
1032,2024-12-31,Hotel,664.16,Hospedagem em viagem a trabalho
1045,2025-01-09,Alimentação,85.82,Refeição após reunião externa
1036,2024-12-27,Hotel,345.99,Diária em hotel durante treinamento
1028,2025-03-21,Transporte,111.48,Aluguel de carro para deslocamento profissional
1059,2025-02-17,Hotel,433.61,Hospedagem em viagem a trabalho
1074,2025-03-19,Hotel,472.34,Hospedagem em viagem a trabalho
1067,2025-01-08,Transporte,67.38,Aluguel de carro para deslocamento profissional
1067,2025-01-17,Transporte,57.35,Táxi do aeroporto ao hotel
1067,2024-12-18,Transporte,184.99,Reembolso de combustível
1061,2025-04-09,Transporte,153.25,Táxi do aeroporto ao hotel
1098,2025-02-09,Outros,488.06,Serviços de impressão para apresentação
1032,2025-01-18,Alimentação,43.31,Almoço com cliente em restaurante local
1049,2024-12-15,Educação,307.13,Treinamento obrigatório da empresa
1080,2024-10-28,Outros,10.0,Compra de material de escritório
1098,2024-11-22,Hotel,460.86,Diária de hotel em missão comercial
1059,2024-11-09,Educação,208.19,Treinamento obrigatório da empresa
1088,2025-02-24,Educação,423.96,Inscrição em conferência da área
1091,2025-01-06,Outros,140.57,Serviços de impressão para apresentação
1024,2025-03-20,Transporte,142.74,Estacionamento em local de reunião
1002,2024-11-09,Alimentação,98.12,Compra de lanche em aeroporto
1077,2025-02-06,Educação,530.36,Treinamento obrigatório da empresa
1027,2025-03-20,Outros,10.0,Serviços de impressão para apresentação
1024,2025-01-16,Transporte,150.37,Aluguel de carro para deslocamento profissional
1048,2024-12-22,Outros,371.97,Assinatura de software temporário
1059,2025-03-08,Alimentação,50.8,Almoço com cliente em restaurante local
1036,2024-12-17,Transporte,140.29,Aluguel de carro para deslocamento profissional
1067,2025-01-20,Alimentação,90.08,Café da manhã durante evento corporativo
1000,2024-10-30,Outros,165.88,Serviços de impressão para apresentação
1082,2025-03-03,Outros,76.41,Serviços de impressão para apresentação
1098,2025-03-14,Hotel,456.18,Reembolso de hospedagem em congresso
1067,2025-02-18,Hotel,1009.96,Estadia para evento corporativo
1082,2025-01-07,Educação,300.07,Compra de livro técnico
1061,2025-02-10,Educação,378.21,Workshop de capacitação
1000,2025-01-07,Educação,220.91,Workshop de capacitação
1022,2025-03-27,Transporte,68.81,Estacionamento em local de reunião
1002,2025-03-30,Outros,362.3,Reembolso de brindes para cliente
1016,2025-01-29,Hotel,330.08,Hospedagem em viagem a trabalho
1028,2025-03-24,Educação,258.48,Compra de livro técnico
1069,2024-10-29,Transporte,101.36,Táxi do aeroporto ao hotel
1098,2024-11-09,Alimentação,83.34,Jantar em viagem de negócios
1024,2024-10-24,Educação,282.09,Inscrição em conferência da área
1057,2024-12-22,Outros,259.37,Compra emergencial durante viagem
1004,2025-02-01,Hotel,738.57,Reembolso de hospedagem em congresso
1036,2024-11-24,Hotel,746.93,Diária de hotel em missão comercial
1074,2024-11-07,Alimentação,50.43,Refeição após reunião externa
1016,2024-12-18,Transporte,88.63,Corrida de aplicativo para reunião externa
1061,2025-04-07,Hotel,838.95,Reembolso de hospedagem em congresso
1057,2025-01-18,Alimentação,106.84,Refeição após reunião externa
1067,2025-03-22,Hotel,325.43,Estadia para evento corporativo
1000,2024-12-05,Hotel,670.3,Diária de hotel em missão comercial
1028,2025-01-06,Hotel,204.35,Estadia para evento corporativo
1064,2025-02-23,Educação,304.69,Curso online de atualização profissional
1047,2025-02-24,Outros,484.67,Reembolso de brindes para cliente
1074,2024-11-10,Outros,57.82,Compra emergencial durante viagem
1082,2024-12-27,Hotel,433.14,Estadia para evento corporativo
1059,2025-01-15,Outros,314.6,Assinatura de software temporário
1098,2025-02-10,Educação,145.72,Curso online de atualização profissional
1091,2025-02-14,Outros,105.09,Serviços de impressão para apresentação
1081,2024-12-15,Transporte,123.86,Táxi do aeroporto ao hotel
1057,2024-11-07,Hotel,473.14,Reembolso de hospedagem em congresso
1057,2024-12-18,Outros,164.6,Compra emergencial durante viagem
1024,2024-12-16,Alimentação,102.33,Almoço com cliente em restaurante local
1029,2024-11-01,Hotel,684.31,Hospedagem em viagem a trabalho
1059,2024-11-05,Hotel,653.36,Estadia para evento corporativo
1036,2025-01-02,Hotel,532.18,Diária de hotel em missão comercial
1088,2025-01-07,Educação,337.01,Workshop de capacitação
1022,2025-01-01,Hotel,575.25,Diária de hotel em missão comercial
1041,2024-12-18,Educação,345.78,Compra de livro técnico
1029,2024-12-02,Transporte,80.12,Corrida de aplicativo para reunião externa
1002,2025-01-07,Transporte,92.7,Reembolso de combustível
1067,2024-12-03,Alimentação,50.3,Jantar em viagem de negócios
1029,2025-04-11,Educação,296.5,Curso online de atualização profissional
1016,2024-11-15,Alimentação,55.67,Refeição após reunião externa
1028,2025-01-31,Alimentação,46.58,Almoço com cliente em restaurante local
1098,2024-10-30,Educação,325.87,Treinamento obrigatório da empresa
1091,2024-10-27,Alimentação,86.38,Almoço com cliente em restaurante local
1088,2024-12-19,Outros,317.43,Reembolso de brindes para cliente
1049,2024-12-25,Educação,256.89,Workshop de capacitação
1046,2025-02-23,Transporte,116.32,Reembolso de combustível
1022,2024-12-15,Transporte,122.03,Táxi do aeroporto ao hotel
1041,2025-03-26,Transporte,117.79,Corrida de aplicativo para reunião externa
1027,2025-02-11,Hotel,434.87,Estadia para evento corporativo
1098,2024-11-20,Educação,314.94,Treinamento obrigatório da empresa
1088,2025-02-21,Outros,254.62,Assinatura de software temporário
1002,2024-12-05,Outros,201.08,Reembolso de brindes para cliente
1067,2025-02-02,Outros,10.0,Assinatura de software temporário
1057,2024-11-08,Outros,224.07,Assinatura de software temporário
1041,2025-02-02,Outros,531.88,Serviços de impressão para apresentação
1047,2025-01-06,Educação,264.0,Treinamento obrigatório da empresa
1046,2025-01-30,Alimentação,58.16,Refeição após reunião externa
1036,2025-03-27,Hotel,674.67,Reembolso de hospedagem em congresso
1088,2025-01-21,Transporte,112.5,Reembolso de combustível
1080,2025-02-05,Alimentação,115.78,Compra de lanche em aeroporto
1091,2024-11-14,Transporte,49.69,Reembolso de combustível
1045,2024-12-01,Educação,373.14,Treinamento obrigatório da empresa
1080,2025-02-08,Educação,359.04,Compra de livro técnico
1036,2025-03-06,Alimentação,75.74,Refeição após reunião externa
1045,2025-04-12,Outros,250.8,Reembolso de brindes para cliente
1080,2024-11-25,Outros,354.42,Serviços de impressão para apresentação
1069,2024-11-20,Educação,387.23,Treinamento obrigatório da empresa
1077,2025-02-26,Educação,185.7,Inscrição em conferência da área
1029,2024-11-22,Educação,382.02,Compra de livro técnico
1046,2025-02-23,Hotel,587.06,Diária em hotel durante treinamento
1077,2025-02-28,Transporte,102.91,Estacionamento em local de reunião
1091,2024-11-15,Outros,210.98,Serviços de impressão para apresentação
1045,2024-11-17,Outros,177.46,Serviços de impressão para apresentação
1024,2024-10-27,Transporte,147.67,Corrida de aplicativo para reunião externa
1082,2025-02-15,Transporte,96.65,Reembolso de combustível
1048,2024-11-16,Educação,188.05,Treinamento obrigatório da empresa
1022,2024-11-18,Hotel,521.29,Diária de hotel em missão comercial
1097,2025-01-29,Transporte,107.15,Reembolso de combustível
1064,2025-03-22,Transporte,149.17,Corrida de aplicativo para reunião externa
1044,2024-11-17,Alimentação,98.09,Jantar em viagem de negócios
1016,2025-04-01,Hotel,429.89,Estadia para evento corporativo
1002,2024-10-25,Educação,548.52,Curso online de atualização profissional
1046,2024-12-24,Alimentação,87.94,Jantar em viagem de negócios
1080,2025-03-10,Educação,427.54,Inscrição em conferência da área
1011,2025-02-07,Educação,284.83,Workshop de capacitação
1097,2024-10-31,Hotel,706.67,Reembolso de hospedagem em congresso
1032,2025-03-02,Alimentação,105.18,Café da manhã durante evento corporativo
1049,2024-10-26,Transporte,148.73,Corrida de aplicativo para reunião externa
1088,2025-03-24,Educação,405.74,Curso online de atualização profissional
1044,2024-10-30,Educação,387.22,Inscrição em conferência da área
1069,2025-04-01,Hotel,536.98,Reembolso de hospedagem em congresso
1080,2025-04-03,Alimentação,62.85,Jantar em viagem de negócios
1091,2025-04-05,Educação,333.26,Inscrição em conferência da área
1067,2024-11-25,Alimentação,107.99,Jantar em viagem de negócios
1081,2024-12-18,Alimentação,73.32,Compra de lanche em aeroporto
1085,2025-01-13,Transporte,142.61,Aluguel de carro para deslocamento profissional
1091,2025-02-09,Hotel,890.52,Estadia para evento corporativo
1029,2025-02-19,Alimentação,52.51,Compra de lanche em aeroporto
1041,2024-12-31,Alimentação,54.89,Café da manhã durante evento corporativo
1098,2024-12-15,Hotel,571.92,Hospedagem em viagem a trabalho
1000,2024-10-28,Alimentação,89.23,Jantar em viagem de negócios
1048,2024-11-05,Transporte,79.02,Aluguel de carro para deslocamento profissional
1059,2024-12-21,Alimentação,120.57,Jantar em viagem de negócios
1088,2025-03-02,Outros,263.61,Compra de material de escritório
1024,2025-03-18,Transporte,101.58,Corrida de aplicativo para reunião externa
1027,2025-03-26,Outros,10.0,Assinatura de software temporário
1032,2024-11-09,Outros,10.0,Reembolso de brindes para cliente
1000,2024-12-19,Alimentação,88.43,Jantar em viagem de negócios
1029,2025-01-09,Educação,86.74,Curso online de atualização profissional
1036,2024-11-30,Outros,351.9,Serviços de impressão para apresentação
1091,2025-01-07,Alimentação,75.26,Almoço com cliente em restaurante local
1047,2024-11-18,Transporte,229.72,Estacionamento em local de reunião
1016,2025-01-15,Transporte,192.32,Aluguel de carro para deslocamento profissional
1046,2025-01-02,Hotel,563.71,Diária de hotel em missão comercial
1088,2024-11-19,Hotel,578.73,Reembolso de hospedagem em congresso
1004,2024-11-16,Transporte,139.82,Corrida de aplicativo para reunião externa
1032,2024-12-30,Educação,470.32,Workshop de capacitação
1004,2024-10-21,Transporte,34.48,Reembolso de combustível
1027,2025-02-15,Educação,121.36,Compra de livro técnico
1028,2025-01-16,Hotel,475.59,Diária de hotel em missão comercial
1032,2025-02-12,Educação,358.27,Inscrição em conferência da área
1074,2024-11-01,Transporte,119.87,Estacionamento em local de reunião
1047,2024-11-23,Hotel,813.95,Reembolso de hospedagem em congresso
1088,2025-04-08,Outros,20.05,Compra emergencial durante viagem
1029,2024-12-04,Alimentação,10.52,Compra de lanche em aeroporto
1032,2025-02-21,Educação,385.8,Workshop de capacitação
1088,2024-11-29,Outros,75.77,Serviços de impressão para apresentação
1081,2025-03-08,Alimentação,19.45,Compra de lanche em aeroporto
1091,2025-01-28,Transporte,105.8,Corrida de aplicativo para reunião externa
1067,2025-04-06,Hotel,758.64,Diária de hotel em missão comercial
1098,2025-01-13,Hotel,575.59,Diária em hotel durante treinamento
1085,2024-12-17,Outros,131.32,Assinatura de software temporário
1069,2024-12-27,Outros,176.1,Assinatura de software temporário
1098,2024-12-27,Outros,144.41,Reembolso de brindes para cliente
1067,2024-11-13,Hotel,330.39,Estadia para evento corporativo
1024,2025-04-11,Hotel,457.06,Diária em hotel durante treinamento
1016,2025-04-10,Outros,278.19,Compra de material de escritório
1027,2024-12-06,Transporte,112.87,Táxi do aeroporto ao hotel
1027,2024-11-03,Transporte,106.72,Corrida de aplicativo para reunião externa
1097,2025-02-23,Transporte,60.19,Corrida de aplicativo para reunião externa
1027,2024-11-03,Outros,172.77,Assinatura de software temporário
1085,2024-12-11,Educação,82.29,Treinamento obrigatório da empresa
1067,2025-02-03,Outros,226.77,Serviços de impressão para apresentação
1046,2025-01-28,Hotel,885.77,Hospedagem em viagem a trabalho
1028,2024-10-15,Alimentação,35.78,Almoço com cliente em restaurante local
1061,2025-02-03,Educação,241.41,Curso online de atualização profissional
1081,2024-11-13,Alimentação,89.87,Café da manhã durante evento corporativo
1028,2025-01-04,Educação,425.28,Workshop de capacitação
1036,2024-11-11,Alimentação,66.55,Compra de lanche em aeroporto
1088,2025-03-23,Outros,96.16,Compra de material de escritório
1004,2025-03-01,Alimentação,20.93,Café da manhã durante evento corporativo
1071,2024-11-07,Transporte,104.14,Estacionamento em local de reunião
1016,2025-04-06,Alimentação,141.26,Jantar em viagem de negócios
1044,2025-03-08,Educação,327.74,Inscrição em conferência da área
1069,2024-10-14,Outros,196.66,Reembolso de brindes para cliente
1074,2024-10-28,Transporte,112.88,Estacionamento em local de reunião
1067,2024-11-13,Outros,198.34,Assinatura de software temporário
1067,2025-03-02,Alimentação,55.61,Compra de lanche em aeroporto
1047,2024-10-30,Educação,382.33,Compra de livro técnico
1016,2024-10-27,Transporte,109.03,Táxi do aeroporto ao hotel
1028,2024-10-24,Educação,301.76,Treinamento obrigatório da empresa
1011,2024-12-04,Transporte,60.99,Estacionamento em local de reunião
1028,2025-01-03,Educação,430.35,Workshop de capacitação
1059,2025-03-29,Outros,299.71,Serviços de impressão para apresentação
1000,2025-01-20,Educação,244.71,Compra de livro técnico
1004,2025-02-03,Hotel,800.36,Diária de hotel em missão comercial
1098,2025-02-20,Outros,125.36,Compra emergencial durante viagem
1061,2025-04-11,Educação,221.8,Treinamento obrigatório da empresa
1067,2024-10-16,Hotel,448.06,Estadia para evento corporativo
1022,2025-04-13,Educação,122.89,Compra de livro técnico
1080,2024-12-10,Alimentação,94.15,Café da manhã durante evento corporativo
1028,2025-01-24,Alimentação,25.07,Compra de lanche em aeroporto
1002,2025-01-17,Hotel,354.31,Diária em hotel durante treinamento
1036,2024-10-16,Transporte,16.98,Táxi do aeroporto ao hotel
1059,2025-01-07,Alimentação,77.42,Café da manhã durante evento corporativo
1028,2025-03-04,Outros,177.45,Compra emergencial durante viagem
1074,2024-12-31,Outros,151.0,Reembolso de brindes para cliente
1016,2024-11-06,Alimentação,48.72,Refeição após reunião externa
1047,2024-11-20,Transporte,53.11,Táxi do aeroporto ao hotel
1088,2025-04-01,Hotel,692.87,Diária de hotel em missão comercial
1098,2024-11-01,Transporte,77.98,Reembolso de combustível
1036,2025-02-21,Alimentação,89.49,Compra de lanche em aeroporto
1024,2025-01-07,Outros,67.21,Reembolso de brindes para cliente
1004,2024-12-31,Alimentação,85.43,Café da manhã durante evento corporativo
1098,2024-12-24,Transporte,152.13,Aluguel de carro para deslocamento profissional
1032,2024-11-16,Outros,287.92,Compra de material de escritório
1028,2025-03-21,Hotel,517.52,Diária em hotel durante treinamento
1004,2024-11-09,Outros,238.58,Assinatura de software temporário
1049,2025-02-09,Alimentação,72.78,Café da manhã durante evento corporativo
1047,2024-12-22,Educação,300.79,Compra de livro técnico
1048,2024-11-04,Transporte,86.98,Estacionamento em local de reunião
1080,2025-02-21,Educação,283.57,Curso online de atualização profissional
1036,2025-03-20,Outros,231.81,Compra de material de escritório
1059,2025-03-28,Outros,51.0,Compra emergencial durante viagem
1032,2024-12-21,Hotel,396.82,Diária de hotel em missão comercial
1032,2025-03-23,Transporte,44.46,Táxi do aeroporto ao hotel
1046,2024-12-13,Educação,139.97,Compra de livro técnico
1091,2024-10-26,Outros,17.41,Compra emergencial durante viagem
1026,2025-04-14,Alimentação,84.78,Jantar em viagem de negócios
1077,2024-12-13,Hotel,421.44,Reembolso de hospedagem em congresso
1032,2024-11-11,Transporte,120.54,Reembolso de combustível
1049,2024-12-30,Educação,303.47,Treinamento obrigatório da empresa
1067,2024-12-17,Alimentação,20.94,Compra de lanche em aeroporto
1024,2024-11-18,Hotel,731.0,Diária em hotel durante treinamento
1024,2025-03-25,Outros,321.62,Assinatura de software temporário
1098,2024-12-20,Transporte,60.25,Táxi do aeroporto ao hotel
1098,2025-03-23,Outros,263.03,Reembolso de brindes para cliente
1097,2025-04-13,Educação,214.35,Treinamento obrigatório da empresa
1069,2025-01-03,Outros,214.65,Compra emergencial durante viagem
1067,2025-03-01,Outros,10.33,Reembolso de brindes para cliente
1098,2025-04-07,Alimentação,26.21,Café da manhã durante evento corporativo
1098,2025-04-01,Educação,261.72,Workshop de capacitação
1036,2025-01-13,Outros,181.44,Compra de material de escritório
1048,2024-11-30,Educação,260.23,Compra de livro técnico
1000,2024-12-31,Hotel,363.19,Hospedagem em viagem a trabalho
1059,2025-01-17,Hotel,520.02,Diária de hotel em missão comercial
1088,2025-03-14,Alimentação,88.08,Café da manhã durante evento corporativo
1029,2025-03-20,Hotel,591.02,Diária de hotel em missão comercial
1022,2025-03-29,Outros,227.38,Reembolso de brindes para cliente
1022,2025-03-01,Alimentação,59.9,Jantar em viagem de negócios
1069,2025-02-05,Hotel,834.34,Hospedagem em viagem a trabalho
1091,2025-01-26,Alimentação,44.71,Almoço com cliente em restaurante local
1067,2024-11-26,Alimentação,94.63,Jantar em viagem de negócios
1067,2024-11-06,Transporte,147.28,Reembolso de combustível
1080,2024-11-27,Hotel,696.18,Diária em hotel durante treinamento
1036,2025-02-13,Educação,279.75,Compra de livro técnico
1064,2024-10-31,Hotel,494.34,Hospedagem em viagem a trabalho
1067,2025-04-08,Outros,355.41,Reembolso de brindes para cliente
1061,2024-12-07,Outros,10.0,Compra emergencial durante viagem
1091,2024-10-14,Hotel,405.98,Diária de hotel em missão comercial
1098,2025-03-22,Outros,140.37,Reembolso de brindes para cliente
1032,2024-10-24,Alimentação,117.13,Refeição após reunião externa
1067,2025-02-26,Outros,256.97,Compra de material de escritório
1088,2025-01-14,Transporte,61.28,Corrida de aplicativo para reunião externa
1045,2024-12-19,Transporte,87.59,Estacionamento em local de reunião
1088,2024-10-17,Alimentação,61.57,Refeição após reunião externa
1088,2024-12-16,Alimentação,58.71,Almoço com cliente em restaurante local
1091,2025-03-31,Hotel,795.78,Estadia para evento corporativo
1016,2025-01-20,Alimentação,38.85,Café da manhã durante evento corporativo
1088,2025-01-17,Educação,460.88,Inscrição em conferência da área
1091,2025-03-07,Outros,324.23,Compra de material de escritório
1059,2025-02-15,Educação,409.09,Treinamento obrigatório da empresa
1044,2025-02-20,Alimentação,66.11,Jantar em viagem de negócios
1069,2025-02-01,Outros,177.51,Assinatura de software temporário
1028,2024-11-08,Alimentação,37.01,Almoço com cliente em restaurante local
1098,2024-10-16,Outros,121.3,Serviços de impressão para apresentação
1011,2024-10-18,Educação,349.37,Compra de livro técnico
1067,2025-01-20,Transporte,151.84,Corrida de aplicativo para reunião externa
1047,2024-11-26,Hotel,378.57,Estadia para evento corporativo
1057,2025-02-19,Hotel,526.9,Hospedagem em viagem a trabalho
1026,2024-12-15,Hotel,569.74,Diária em hotel durante treinamento
1057,2025-02-06,Hotel,320.84,Reembolso de hospedagem em congresso
1064,2024-12-17,Outros,288.7,Serviços de impressão para apresentação
1046,2024-10-25,Transporte,71.04,Reembolso de combustível
1024,2025-03-15,Transporte,92.18,Corrida de aplicativo para reunião externa
1004,2025-02-11,Educação,254.81,Treinamento obrigatório da empresa
1036,2025-03-14,Outros,81.6,Reembolso de brindes para cliente
1024,2024-10-22,Transporte,99.72,Estacionamento em local de reunião
1032,2024-11-07,Educação,278.44,Workshop de capacitação
1028,2024-11-11,Hotel,525.63,Reembolso de hospedagem em congresso
1044,2025-03-01,Transporte,70.86,Táxi do aeroporto ao hotel
